127.0.0.1 - - [16/May/2017:12:26:07 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/css/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/css/home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/js/register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:08 +0200] "GET /Twitter/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:09 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:09 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:16 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:16 +0200] "POST /Twitter/register HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:17 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:17 +0200] "GET /Twitter/login HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:18 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:19 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:26 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:28 +0200] "GET /Twitter/login HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:31 +0200] "POST /Twitter/login HTTP/1.1" 500 2233
0:0:0:0:0:0:0:1 - - [16/May/2017:12:26:36 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:27:58 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:27:59 +0200] "POST /Twitter/register HTTP/1.1" 200 3
0:0:0:0:0:0:0:1 - - [16/May/2017:12:27:59 +0200] "GET /Twitter/login HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:01 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:43 +0200] "GET /Twitter/login HTTP/1.1" 200 489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:49 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:51 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:52 +0200] "GET /Twitter/login HTTP/1.1" 200 489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:53 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:54 +0200] "GET /Twitter/login HTTP/1.1" 200 489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:55 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:28:56 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:29:06 +0200] "GET /Twitter/register HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [16/May/2017:12:29:07 +0200] "GET /Twitter/login HTTP/1.1" 200 489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:33:27 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:33:27 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:33:27 +0200] "GET /Twitter/imgs/ano_white.png HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [16/May/2017:12:33:29 +0200] "GET /Twitter/login HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:30 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:30 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:31 +0200] "GET /Twitter/imgs/ano_white.png HTTP/1.1" 200 11852
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/css/register.css HTTP/1.1" 200 1464
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/css/home.css HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/css/login.css HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/js/app.js HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/js/register.js HTTP/1.1" 200 3011
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/imgs/ano.png HTTP/1.1" 200 8185
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/fonts/HACKED.ttf HTTP/1.1" 200 26664
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:36 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 200 629962
0:0:0:0:0:0:0:1 - - [16/May/2017:12:34:37 +0200] "GET /Twitter/login HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/css/home.css HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/css/register.css HTTP/1.1" 200 1489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/css/login.css HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/js/register.js HTTP/1.1" 200 3011
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/js/app.js HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/imgs/ano.png HTTP/1.1" 200 8185
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/fonts/HACKED.ttf HTTP/1.1" 200 26664
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:40 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 200 629962
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/css/home.css HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/css/register.css HTTP/1.1" 200 1489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/css/login.css HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/js/register.js HTTP/1.1" 200 3011
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/js/app.js HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/imgs/ano.png HTTP/1.1" 200 8185
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/fonts/HACKED.ttf HTTP/1.1" 200 26664
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:41 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 200 629962
0:0:0:0:0:0:0:1 - - [16/May/2017:12:35:42 +0200] "GET /Twitter/login HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/css/home.css HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/css/register.css HTTP/1.1" 200 1489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/css/login.css HTTP/1.1" 200 1445
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/js/register.js HTTP/1.1" 200 3011
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/js/app.js HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/imgs/ano.png HTTP/1.1" 200 8185
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/fonts/HACKED.ttf HTTP/1.1" 200 26664
0:0:0:0:0:0:0:1 - - [16/May/2017:12:36:59 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 200 629962
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:01 +0200] "GET /Twitter/login HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/css/home.css HTTP/1.1" 200 479
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/css/register.css HTTP/1.1" 200 1489
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/css/login.css HTTP/1.1" 200 1445
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/css/succes.css HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/js/register.js HTTP/1.1" 200 3011
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/js/app.js HTTP/1.1" 200 452
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:05 +0200] "GET /Twitter/imgs/ano.png HTTP/1.1" 200 8185
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:06 +0200] "GET /Twitter/fonts/HACKED.ttf HTTP/1.1" 200 26664
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:06 +0200] "GET /Twitter/home HTTP/1.1" 200 388
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:06 +0200] "GET /Twitter/imgs/moca.png HTTP/1.1" 200 629962
0:0:0:0:0:0:0:1 - - [16/May/2017:12:37:07 +0200] "GET /Twitter/login HTTP/1.1" 200 555
0:0:0:0:0:0:0:1 - - [16/May/2017:12:38:24 +0200] "GET /Twitter/ HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [16/May/2017:12:38:24 +0200] "GET /Twitter/css/app.css HTTP/1.1" 200 1259
